,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,project,condition,rep_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,R1,R2,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX3565210,2018-01-16 10:27:13,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475299,SRP129811,PRJNA403181,403181,SRS2837392,SAMN07621366,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950712,7621366,,,,98-3,,GDGT,65_1.6_log,2.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,1.6,Log phase (B),,,,,True,True,True,True,GDGT:65_1.6_log,True,True
SRX3565211,2018-01-16 10:26:12,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,SINGLE,ILLUMINA,NextSeq 500,SRR6475298,SRP129812,PRJNA403180,403180,SRS2837393,SAMN07621376,SRA647048,RNA-Seq,other,TRANSCRIPTOMIC,,JGI,0,0,4950713,7621376,,,,98-3,,GDGT,65_1.6_log,1.0,75_2.4_log,Sulfobus acidocaldarius DSM 639,Brock,,(NH4)2SO4(1.3),,,65.0,1.6,Log phase (A),,,,,True,True,True,True,GDGT:65_1.6_log,True,True
SRX3823521,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869141;SRR6869142,SRP136073,PRJNA439217,439217,SRS3072974,SAMN08742753,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261381,8742753,GSE112071,GSM3056999,29982548.0,MW001+pyrEF,WT,UV_irr,wt0,1.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,Before UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt0,True,True
SRX3823522,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869143;SRR6869144,SRP136073,PRJNA439217,439217,SRS3072975,SAMN08742752,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261382,8742752,GSE112071,GSM3057000,29982548.0,MW001+pyrEF,WT,UV_irr,wt0,2.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,Before UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt0,True,True
SRX3823523,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869145;SRR6869146,SRP136073,PRJNA439217,439217,SRS3072976,SAMN08742751,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261383,8742751,GSE112071,GSM3057001,29982548.0,MW001+pyrEF,WT,UV_irr,wt0,3.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,Before UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt0,True,True
SRX3823524,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869147;SRR6869148,SRP136073,PRJNA439217,439217,SRS3072977,SAMN08742750,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261384,8742750,GSE112071,GSM3057002,29982548.0,MW001+pyrEF,WT,UV_irr,wt1,1.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,45 minutes after UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt1,True,True
SRX3823525,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869149;SRR6869150,SRP136073,PRJNA439217,439217,SRS3072978,SAMN08742749,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261385,8742749,GSE112071,GSM3057003,29982548.0,MW001+pyrEF,WT,UV_irr,wt1,2.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,45 minutes after UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt1,True,True
SRX3823526,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869151;SRR6869152,SRP136073,PRJNA439217,439217,SRS3072979,SAMN08742748,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261386,8742748,GSE112071,GSM3057004,29982548.0,MW001+pyrEF,WT,UV_irr,wt1,3.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,45 minutes after UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt1,True,True
SRX3823527,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869153;SRR6869154,SRP136073,PRJNA439217,439217,SRS3072980,SAMN08742747,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261387,8742747,GSE112071,GSM3057005,29982548.0,MW001+pyrEF,WT,UV_irr,wt2,1.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,90 minutes after UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt2,True,True
SRX3823528,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869155;SRR6869156,SRP136073,PRJNA439217,439217,SRS3072991,SAMN08742746,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261388,8742746,GSE112071,GSM3057006,29982548.0,MW001+pyrEF,WT,UV_irr,wt2,2.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,90 minutes after UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt2,True,True
SRX3823529,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869157;SRR6869158,SRP136073,PRJNA439217,439217,SRS3072981,SAMN08742745,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261389,8742745,GSE112071,GSM3057007,29982548.0,MW001+pyrEF,WT,UV_irr,wt2,3.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,90 minutes after UV treatment (MW001 complemented with the pyrEF cassette),,,True,True,True,True,UV_irr:wt2,True,True
SRX3823530,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869159;SRR6869160,SRP136073,PRJNA439217,439217,SRS3072982,SAMN08742744,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261390,8742744,GSE112071,GSM3057008,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut0,1.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"Before UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut0,True,True
SRX3823531,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869161;SRR6869162,SRP136073,PRJNA439217,439217,SRS3072983,SAMN08742743,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261391,8742743,GSE112071,GSM3057009,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut0,2.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"Before UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut0,True,True
SRX3823532,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869163;SRR6869164,SRP136073,PRJNA439217,439217,SRS3072984,SAMN08742742,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261392,8742742,GSE112071,GSM3057010,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut0,3.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"Before UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut0,True,True
SRX3823533,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869165;SRR6869166,SRP136073,PRJNA439217,439217,SRS3072985,SAMN08742741,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261393,8742741,GSE112071,GSM3057011,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut1,1.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"45 minutes after UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut1,True,True
SRX3823534,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869167;SRR6869168,SRP136073,PRJNA439217,439217,SRS3072986,SAMN08742740,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261394,8742740,GSE112071,GSM3057012,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut1,2.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"45 minutes after UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut1,True,True
SRX3823536,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869169;SRR6869170,SRP136073,PRJNA439217,439217,SRS3072987,SAMN08742739,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261396,8742739,GSE112071,GSM3057013,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut1,3.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"45 minutes after UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut1,True,True
SRX3823537,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869171;SRR6869172,SRP136073,PRJNA439217,439217,SRS3072988,SAMN08742738,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261397,8742738,GSE112071,GSM3057014,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut2,1.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"90 minutes after UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut2,True,True
SRX3823538,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869173;SRR6869174,SRP136073,PRJNA439217,439217,SRS3072989,SAMN08742737,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261398,8742737,GSE112071,GSM3057015,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut2,2.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"90 minutes after UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut2,True,True
SRX3823539,2020-03-20 16:27:31,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR6869175;SRR6869176,SRP136073,PRJNA439217,439217,SRS3072990,SAMN08742736,SRA668414,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5261399,8742736,GSE112071,GSM3057016,29982548.0,MW001 tbf3::pyrEF,tfb3 insertion mutant,UV_irr,mut2,3.0,wt0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 0.2% uracil",75.0,3.5,,,"90 minutes after UV treatment (insertion mutant, tfb3 disrupted by prEF from S. solfataricus)",,,True,True,True,True,UV_irr:mut2,True,True
SRX4001511,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070766;SRR7070767;SRR7070768,SRP143365,PRJNA453776,453776,SRS3223603,SAMN08988072,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472803,8988072,GSE113716,GSM3112643,30687244.0,MW001,,NutLim,t0,1.0,t0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 10µg/mL uracil",75.0,3.5,,,Before starvation,,,True,True,True,True,NutLim:t0,True,True
SRX4001513,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070770;SRR7070771,SRP143365,PRJNA453776,453776,SRS3223604,SAMN08988070,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472805,8988070,GSE113716,GSM3112645,30687244.0,MW001,,NutLim,t0,3.0,t0,,Brock,dextrin(?),(NH4)2SO4(1.3),,"0.2% dextrin, 0.1% NZ-amine, 10µg/mL uracil",75.0,3.5,,,Before starvation,,,True,True,True,True,NutLim:t0,True,True
SRX4001514,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070772;SRR7070773;SRR7070774,SRP143365,PRJNA453776,453776,SRS3223607,SAMN08988069,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472806,8988069,GSE113716,GSM3112646,30687244.0,MW001,,NutLim,t05,1.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,30 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t05,True,True
SRX4001515,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina MiSeq,SRR7070775,SRP143365,PRJNA453776,453776,SRS3223608,SAMN08988068,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472807,8988068,GSE113716,GSM3112647,30687244.0,MW001,,NutLim,t05,2.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,30 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t05,True,True
SRX4001516,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070776;SRR7070777,SRP143365,PRJNA453776,453776,SRS3223622,SAMN08988067,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472808,8988067,GSE113716,GSM3112648,30687244.0,MW001,,NutLim,t05,3.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,30 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t05,True,True
SRX4001517,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070778;SRR7070779;SRR7070780,SRP143365,PRJNA453776,453776,SRS3223610,SAMN08988066,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472809,8988066,GSE113716,GSM3112649,30687244.0,MW001,,NutLim,t1,1.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,60 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t1,True,True
SRX4001518,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina MiSeq,SRR7070781,SRP143365,PRJNA453776,453776,SRS3223606,SAMN08988065,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472810,8988065,GSE113716,GSM3112650,30687244.0,MW001,,NutLim,t1,2.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,60 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t1,True,True
SRX4001519,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070782;SRR7070783,SRP143365,PRJNA453776,453776,SRS3223609,SAMN08988064,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472811,8988064,GSE113716,GSM3112651,30687244.0,MW001,,NutLim,t1,3.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,60 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t1,True,True
SRX4001520,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070784;SRR7070785;SRR7070786,SRP143365,PRJNA453776,453776,SRS3223611,SAMN08988063,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472812,8988063,GSE113716,GSM3112652,30687244.0,MW001,,NutLim,t15,1.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,90 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t15,True,True
SRX4001521,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina MiSeq,SRR7070787,SRP143365,PRJNA453776,453776,SRS3223612,SAMN08988062,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472813,8988062,GSE113716,GSM3112653,30687244.0,MW001,,NutLim,t15,2.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,90 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t15,True,True
SRX4001522,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070788;SRR7070789,SRP143365,PRJNA453776,453776,SRS3223613,SAMN08988061,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472814,8988061,GSE113716,GSM3112654,30687244.0,MW001,,NutLim,t15,3.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,90 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t15,True,True
SRX4001523,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070790;SRR7070791;SRR7070792,SRP143365,PRJNA453776,453776,SRS3223614,SAMN08988060,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472815,8988060,GSE113716,GSM3112655,30687244.0,MW001,,NutLim,t2,1.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,120 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t2,True,True
SRX4001524,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina MiSeq,SRR7070793,SRP143365,PRJNA453776,453776,SRS3223615,SAMN08988059,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472816,8988059,GSE113716,GSM3112656,30687244.0,MW001,,NutLim,t2,2.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,120 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t2,True,True
SRX4001525,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070794;SRR7070795,SRP143365,PRJNA453776,453776,SRS3223616,SAMN08988058,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472817,8988058,GSE113716,GSM3112657,30687244.0,MW001,,NutLim,t2,3.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,120 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t2,True,True
SRX4001526,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070796;SRR7070797;SRR7070798,SRP143365,PRJNA453776,453776,SRS3223617,SAMN08988057,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472818,8988057,GSE113716,GSM3112658,30687244.0,MW001,,NutLim,t4,1.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,240 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t4,True,True
SRX4001528,2018-12-23 11:52:17,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,Illumina HiSeq 1500,SRR7070800;SRR7070801,SRP143365,PRJNA453776,453776,SRS3223618,SAMN08988073,SRA696355,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5472820,8988073,GSE113716,GSM3112660,30687244.0,MW001,,NutLim,t4,3.0,t0,,Brock,,(NH4)2SO4(1.3),,10µg/mL uracil,75.0,3.5,,,240 minutes after exposure to nutrient limitation,,,True,True,True,True,NutLim:t4,True,True
SRX5495523,2019-09-19 16:33:15,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,NextSeq 500,SRR8699929,SRP187965,PRJNA526225,526225,SRS4465134,SAMN11090945,SRA857651,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7419194,11090945,GSE128063,GSM3662081,31539494.0,DSM 639,Wild type,Chrom,sac_log,,sac_MW001,,Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.1% tryptone",78.0,3.2,Log phase cells,,,,,True,True,True,True,Chrom:sac_log,True,True
SRX5495524,2019-09-19 16:33:15,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,NextSeq 500,SRR8699930,SRP187965,PRJNA526225,526225,SRS4465135,SAMN11090944,SRA857651,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7419195,11090944,GSE128063,GSM3662082,31539494.0,DSM 639,Wild type,Chrom,sac_log,,sac_MW001,,Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.1% tryptone",78.0,3.2,Log phase cells,,,,,True,True,True,True,Chrom:sac_log,True,True
SRX5495525,2019-09-19 16:33:15,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,NextSeq 500,SRR8699931,SRP187965,PRJNA526225,526225,SRS4465136,SAMN11090943,SRA857651,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7419196,11090943,GSE128063,GSM3662083,31539494.0,DSM 639,Wild type,Chrom,sac_sta,,sac_MW001,,Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.1% tryptone",78.0,3.2,Stationary phase cells,,,,,True,True,True,True,Chrom:sac_sta,True,True
SRX5495526,2019-09-19 16:33:15,2285,Sulfolobus acidocaldarius,2285,183924,2285,Sulfolobus acidocaldarius,PAIRED,ILLUMINA,NextSeq 500,SRR8699932,SRP187965,PRJNA526225,526225,SRS4465137,SAMN11090942,SRA857651,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,7419197,11090942,GSE128063,GSM3662084,31539494.0,DSM 639,Wild type,Chrom,sac_sta,,sac_MW001,,Brock,,(NH4)2SO4(1.3),,"0.2% sucrose, 0.1% tryptone",78.0,3.2,Stationary phase cells,,,,,True,True,True,True,Chrom:sac_sta,True,True
